               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.086454,            0.039892,            0.016291,             0.27677,              0.5998,             0.27062,            0.057845,            0.068414,            0.024585,           0.0026422,           0.0032768,           0.0032768,            0.070508
                   1,            0.062302,            0.029289,           0.0028011,             0.44521,             0.62395,             0.48306,             0.15069,            0.063507,            0.018515,           0.0022252,           0.0033381,           0.0033381,            0.037236
